size of the array,time of ArrayStack,time of LinkedListStack
3890,42.0,41.0
3891,42.0,83.0
3892,0.0,42.0
3893,42.0,41.0
3894,42.0,42.0
3895,0.0,42.0
3896,41.0,84.0
3897,42.0,42.0
3898,42.0,83.0
3899,42.0,41.0
3900,42.0,42.0
3901,42.0,42.0
3902,42.0,41.0
3903,42.0,83.0
3904,41.0,42.0
3905,0.0,42.0
3906,42.0,42.0
3907,42.0,83.0
3908,0.0,41.0
3909,0.0,41.0
3910,42.0,83.0
3911,0.0,42.0
3912,0.0,42.0
3913,42.0,42.0
3914,42.0,42.0
3915,42.0,41.0
3916,42.0,41.0
3917,0.0,42.0
3918,0.0,42.0
3919,42.0,41.0
3920,42.0,41.0
3921,42.0,41.0
3922,42.0,42.0
3923,0.0,42.0
3924,41.0,42.0
3925,41.0,42.0
3926,42.0,42.0
3927,42.0,41.0
3928,42.0,41.0
3929,0.0,42.0
3930,42.0,42.0
3931,41.0,42.0
3932,41.0,42.0
3933,42.0,42.0
3934,42.0,41.0
3935,42.0,42.0
3936,0.0,42.0
3937,42.0,42.0
3938,42.0,41.0
3939,42.0,41.0
3940,41.0,42.0
3941,42.0,42.0
3942,42.0,83.0
3943,42.0,41.0
3944,42.0,42.0
3945,41.0,42.0
3946,42.0,42.0
3947,42.0,42.0
3948,42.0,41.0
3949,41.0,42.0
3950,0.0,42.0
3951,41.0,42.0
3952,42.0,42.0
3953,42.0,41.0
3954,42.0,41.0
3955,42.0,42.0
3956,41.0,42.0
3957,41.0,42.0
3958,42.0,42.0
3959,42.0,41.0
3960,42.0,41.0
3961,42.0,42.0
3962,41.0,42.0
3963,41.0,42.0
3964,41.0,84.0
3965,41.0,42.0
3966,42.0,83.0
3967,42.0,41.0
3968,42.0,41.0
3969,42.0,42.0
3970,41.0,84.0
3971,41.0,42.0
3972,41.0,42.0
3973,42.0,42.0
3974,41.0,42.0
3975,42.0,42.0
3976,42.0,41.0
3977,42.0,41.0
3978,42.0,42.0
3979,41.0,42.0
3980,41.0,42.0
3981,42.0,42.0
3982,42.0,42.0
3983,42.0,41.0
3984,42.0,41.0
3985,42.0,41.0
3986,42.0,41.0
3987,0.0,41.0
3988,42.0,42.0
3989,41.0,42.0
3990,41.0,42.0
3991,42.0,42.0
3992,42.0,41.0
3993,42.0,125.0
3994,42.0,42.0
3995,42.0,83.0
3996,42.0,41.0
3997,42.0,41.0
3998,42.0,41.0
3999,42.0,42.0
4000,41.0,84.0
4001,41.0,42.0
4002,42.0,42.0
4003,42.0,41.0
4004,42.0,41.0
4005,0.0,42.0
4006,42.0,42.0
4007,42.0,83.0
4008,42.0,41.0
4009,42.0,42.0
4010,42.0,42.0
4011,42.0,42.0
4012,41.0,42.0
4013,41.0,42.0
4014,42.0,41.0
4015,41.0,42.0
4016,41.0,42.0
4017,42.0,83.0
4018,42.0,41.0
4019,42.0,83.0
4020,41.0,42.0
4021,41.0,42.0
4022,41.0,42.0
4023,41.0,42.0
4024,42.0,42.0
4025,42.0,41.0
4026,41.0,42.0
4027,41.0,42.0
4028,42.0,42.0
4029,42.0,42.0
4030,42.0,42.0
4031,42.0,41.0
4032,42.0,41.0
4033,42.0,42.0
4034,41.0,42.0
4035,42.0,42.0
4036,42.0,41.0
4037,42.0,83.0
4038,42.0,42.0
4039,41.0,42.0
4040,42.0,42.0
4041,42.0,41.0
4042,42.0,42.0
4043,42.0,41.0
4044,0.0,42.0
4045,42.0,42.0
4046,41.0,42.0
4047,42.0,42.0
4048,42.0,41.0
4049,42.0,41.0
4050,42.0,83.0
4051,41.0,42.0
4052,41.0,42.0
4053,41.0,42.0
4054,42.0,42.0
4055,42.0,41.0
4056,42.0,41.0
4057,42.0,41.0
4058,42.0,41.0
4059,42.0,42.0
4060,41.0,42.0
4061,42.0,41.0
4062,42.0,41.0
4063,42.0,42.0
4064,41.0,42.0
4065,41.0,84.0
4066,41.0,42.0
4067,42.0,42.0
4068,42.0,42.0
4069,42.0,0.0
4070,42.0,41.0
4071,42.0,41.0
4072,42.0,42.0
4073,41.0,42.0
4074,41.0,42.0
4075,42.0,42.0
4076,42.0,41.0
4077,41.0,42.0
4078,42.0,42.0
4079,42.0,42.0
4080,42.0,41.0
4081,42.0,41.0
4082,0.0,42.0
4083,42.0,42.0
4084,41.0,42.0
4085,42.0,41.0
4086,42.0,42.0
4087,41.0,42.0
4088,42.0,41.0
4089,0.0,41.0
4090,0.0,42.0
4091,42.0,83.0
4092,41.0,84.0
4093,42.0,42.0
4094,41.0,42.0
4095,42.0,208.0
4096,41.0,84.0
4097,2834.0,2083.0
4098,42.0,0.0
4099,0.0,0.0
4100,42.0,0.0
4101,0.0,0.0
4102,42.0,42.0
4103,0.0,0.0
4104,41.0,0.0
4105,0.0,42.0
4106,42.0,41.0
4107,42.0,42.0
4108,0.0,0.0
4109,0.0,0.0
4110,42.0,41.0
4111,0.0,41.0
4112,41.0,0.0
4113,0.0,0.0
4114,42.0,0.0
4115,0.0,41.0
4116,0.0,0.0
4117,42.0,0.0
4118,0.0,0.0
4119,0.0,41.0
4120,0.0,0.0
4121,0.0,0.0
4122,0.0,0.0
4123,0.0,42.0
4124,0.0,42.0
4125,0.0,42.0
4126,0.0,42.0
4127,0.0,0.0
4128,41.0,42.0
4129,42.0,41.0
4130,0.0,42.0
4131,0.0,0.0
4132,42.0,41.0
4133,42.0,42.0
4134,0.0,0.0
4135,42.0,42.0
4136,0.0,41.0
4137,41.0,0.0
4138,0.0,42.0
4139,0.0,42.0
4140,0.0,42.0
4141,0.0,42.0
4142,42.0,42.0
4143,0.0,41.0
4144,42.0,41.0
4145,0.0,42.0
4146,0.0,0.0
4147,41.0,0.0
4148,0.0,41.0
4149,0.0,41.0
4150,42.0,41.0
4151,42.0,42.0
4152,0.0,41.0
4153,42.0,41.0
4154,0.0,42.0
4155,41.0,42.0
4156,42.0,41.0
4157,42.0,0.0
4158,0.0,42.0
4159,42.0,42.0
4160,0.0,41.0
4161,0.0,41.0
4162,0.0,0.0
4163,0.0,0.0
4164,42.0,0.0
4165,0.0,41.0
4166,42.0,0.0
4167,0.0,0.0
4168,0.0,0.0
4169,41.0,0.0
4170,0.0,0.0
4171,0.0,0.0
4172,0.0,0.0
4173,0.0,42.0
4174,0.0,42.0
4175,42.0,42.0
4176,41.0,0.0
4177,0.0,42.0
4178,41.0,42.0
4179,0.0,0.0
4180,0.0,41.0
4181,0.0,41.0
4182,0.0,0.0
4183,0.0,0.0
4184,0.0,41.0
4185,41.0,42.0
4186,0.0,42.0
4187,42.0,42.0
4188,0.0,41.0
4189,42.0,41.0
4190,0.0,42.0
4191,0.0,42.0
4192,41.0,0.0
4193,0.0,42.0
4194,41.0,42.0
4195,0.0,0.0
4196,0.0,42.0
4197,41.0,0.0
4198,0.0,0.0
4199,0.0,41.0
4200,42.0,0.0
4201,0.0,42.0
4202,0.0,42.0
4203,0.0,42.0
4204,41.0,42.0
4205,0.0,42.0
4206,42.0,42.0
4207,0.0,0.0
4208,0.0,42.0
4209,42.0,42.0
4210,0.0,0.0
4211,0.0,42.0
4212,0.0,0.0
4213,41.0,42.0
4214,0.0,41.0
4215,42.0,41.0
4216,0.0,42.0
4217,41.0,42.0
4218,0.0,42.0
4219,42.0,0.0
4220,41.0,0.0
4221,42.0,0.0
4222,0.0,42.0
4223,0.0,42.0
4224,0.0,42.0
4225,0.0,42.0
4226,0.0,42.0
4227,0.0,0.0
4228,41.0,42.0
4229,42.0,0.0
4230,42.0,41.0
4231,0.0,42.0
4232,41.0,42.0
4233,0.0,42.0
4234,42.0,42.0
4235,0.0,41.0
4236,42.0,41.0
4237,0.0,42.0
4238,41.0,0.0
4239,0.0,0.0
4240,0.0,41.0
4241,0.0,41.0
4242,0.0,0.0
4243,42.0,42.0
4244,0.0,0.0
4245,42.0,42.0
4246,0.0,0.0
4247,41.0,42.0
4248,0.0,42.0
4249,0.0,0.0
4250,0.0,42.0
4251,0.0,42.0
4252,0.0,42.0
4253,0.0,42.0
4254,42.0,42.0
4255,0.0,0.0
4256,42.0,0.0
4257,42.0,42.0
4258,41.0,0.0
4259,42.0,42.0
4260,0.0,0.0
4261,0.0,42.0
4262,42.0,42.0
4263,41.0,42.0
4264,42.0,41.0
4265,0.0,0.0
4266,0.0,41.0
4267,0.0,41.0
4268,0.0,41.0
4269,42.0,41.0
4270,0.0,42.0
4271,0.0,42.0
4272,41.0,42.0
4273,0.0,42.0
4274,0.0,0.0
4275,41.0,42.0
4276,0.0,0.0
4277,0.0,42.0
4278,41.0,0.0
4279,0.0,42.0
4280,0.0,42.0
4281,42.0,0.0
4282,0.0,42.0
4283,42.0,42.0
4284,0.0,41.0
4285,41.0,42.0
4286,42.0,41.0
4287,42.0,0.0
4288,0.0,42.0
4289,42.0,42.0
4290,0.0,41.0
4291,42.0,41.0
4292,42.0,41.0
4293,0.0,0.0
4294,0.0,42.0
4295,0.0,42.0
4296,42.0,41.0
4297,0.0,0.0
4298,0.0,41.0
4299,42.0,0.0
4300,0.0,0.0
4301,0.0,42.0
4302,42.0,0.0
4303,42.0,917.0
4304,42.0,0.0
4305,41.0,0.0
4306,0.0,42.0
4307,0.0,0.0
4308,42.0,41.0
4309,42.0,42.0
4310,41.0,42.0
4311,0.0,0.0
4312,0.0,42.0
4313,41.0,42.0
4314,0.0,42.0
4315,0.0,0.0
4316,0.0,42.0
4317,41.0,0.0
4318,0.0,42.0
4319,41.0,0.0
4320,0.0,42.0
4321,0.0,42.0
4322,42.0,0.0
4323,42.0,0.0
4324,42.0,0.0
4325,0.0,0.0
4326,0.0,41.0
4327,42.0,0.0
4328,41.0,42.0
4329,41.0,42.0
4330,0.0,42.0
4331,0.0,0.0
4332,42.0,41.0
4333,42.0,0.0
4334,42.0,42.0
4335,41.0,42.0
4336,0.0,0.0
4337,0.0,42.0
4338,41.0,42.0
4339,42.0,41.0
4340,0.0,42.0
4341,0.0,0.0
4342,0.0,41.0
4343,42.0,0.0
4344,42.0,0.0
4345,41.0,0.0
4346,0.0,0.0
4347,0.0,41.0
4348,42.0,41.0
4349,42.0,42.0
4350,0.0,41.0
4351,42.0,0.0
4352,42.0,0.0
4353,41.0,42.0
4354,42.0,0.0
4355,0.0,0.0
4356,42.0,42.0
4357,0.0,41.0
4358,0.0,41.0
4359,0.0,0.0
4360,42.0,42.0
4361,0.0,41.0
4362,42.0,0.0
4363,42.0,0.0
4364,0.0,0.0
4365,41.0,0.0
4366,0.0,0.0
4367,0.0,41.0
4368,42.0,41.0
4369,42.0,42.0
4370,0.0,41.0
4371,0.0,41.0
4372,0.0,0.0
4373,42.0,42.0
4374,0.0,41.0
4375,0.0,41.0
4376,0.0,41.0
4377,0.0,41.0
4378,0.0,41.0
4379,0.0,41.0
4380,42.0,0.0
4381,0.0,0.0
4382,0.0,42.0
4383,41.0,42.0
4384,42.0,41.0
4385,0.0,42.0
4386,0.0,41.0
4387,0.0,41.0
4388,42.0,41.0
4389,0.0,0.0
4390,0.0,41.0
4391,42.0,41.0
4392,42.0,42.0
4393,0.0,41.0
4394,0.0,41.0
4395,42.0,41.0
4396,0.0,0.0
4397,0.0,41.0
4398,0.0,42.0
4399,41.0,42.0
4400,0.0,42.0
4401,42.0,41.0
4402,42.0,41.0
4403,42.0,42.0
4404,0.0,42.0
4405,0.0,42.0
4406,42.0,41.0
4407,0.0,42.0
4408,0.0,41.0
4409,0.0,42.0
4410,0.0,42.0
4411,0.0,0.0
4412,42.0,42.0
4413,42.0,41.0
4414,0.0,41.0
4415,0.0,42.0
4416,0.0,0.0
4417,0.0,0.0
4418,0.0,42.0
4419,42.0,42.0
4420,41.0,42.0
4421,42.0,41.0
4422,0.0,0.0
4423,0.0,41.0
4424,0.0,41.0
4425,42.0,41.0
4426,42.0,42.0
4427,0.0,42.0
4428,42.0,41.0
4429,42.0,0.0
4430,42.0,0.0
4431,41.0,0.0
4432,0.0,0.0
4433,0.0,41.0
4434,0.0,41.0
4435,42.0,41.0
4436,0.0,0.0
4437,0.0,0.0
4438,41.0,42.0
4439,42.0,41.0
4440,0.0,0.0
4441,0.0,41.0
4442,0.0,41.0
4443,0.0,41.0
4444,0.0,42.0
4445,0.0,42.0
4446,41.0,42.0
4447,42.0,41.0
4448,0.0,0.0
4449,0.0,41.0
4450,0.0,41.0
4451,42.0,41.0
4452,42.0,42.0
4453,0.0,0.0
4454,0.0,42.0
4455,0.0,42.0
4456,42.0,42.0
4457,0.0,0.0
4458,0.0,42.0
4459,0.0,42.0
4460,0.0,42.0
4461,42.0,42.0
4462,41.0,42.0
4463,0.0,42.0
4464,42.0,41.0
4465,42.0,42.0
4466,41.0,0.0
4467,42.0,42.0
4468,0.0,0.0
4469,41.0,42.0
4470,41.0,42.0
4471,0.0,0.0
4472,41.0,42.0
4473,0.0,0.0
4474,0.0,42.0
4475,0.0,41.0
4476,0.0,0.0
4477,0.0,0.0
4478,0.0,42.0
4479,0.0,42.0
4480,42.0,42.0
4481,41.0,42.0
4482,0.0,0.0
4483,41.0,42.0
4484,0.0,0.0
4485,0.0,42.0
4486,41.0,42.0
4487,42.0,0.0
4488,0.0,0.0
4489,0.0,42.0
4490,0.0,42.0
4491,0.0,42.0
4492,0.0,42.0
4493,0.0,42.0
4494,42.0,42.0
4495,41.0,41.0
4496,0.0,42.0
4497,0.0,42.0
4498,0.0,42.0
4499,42.0,42.0
4500,41.0,42.0
4501,0.0,0.0
4502,41.0,42.0
4503,42.0,41.0
4504,0.0,42.0
4505,0.0,0.0
4506,0.0,41.0
4507,0.0,41.0
4508,42.0,41.0
4509,41.0,42.0
4510,0.0,42.0
4511,0.0,0.0
4512,0.0,41.0
4513,0.0,41.0
4514,42.0,41.0
4515,42.0,42.0
4516,0.0,0.0
4517,42.0,42.0
4518,41.0,42.0
4519,0.0,0.0
4520,42.0,41.0
4521,42.0,42.0
4522,41.0,42.0
4523,0.0,42.0
4524,42.0,41.0
4525,0.0,42.0
4526,42.0,0.0
4527,0.0,41.0
4528,0.0,0.0
4529,0.0,0.0
4530,0.0,42.0
4531,0.0,42.0
4532,41.0,42.0
4533,42.0,41.0
4534,42.0,42.0
4535,0.0,41.0
4536,41.0,0.0
4537,0.0,0.0
4538,0.0,41.0
4539,0.0,41.0
4540,0.0,41.0
4541,42.0,41.0
4542,42.0,42.0
4543,41.0,42.0
4544,0.0,0.0
4545,41.0,0.0
4546,42.0,41.0
4547,42.0,42.0
4548,41.0,0.0
4549,0.0,833.0
4550,0.0,42.0
4551,42.0,41.0
4552,0.0,0.0
4553,0.0,41.0
4554,0.0,41.0
4555,0.0,41.0
4556,42.0,41.0
4557,42.0,42.0
4558,0.0,42.0
4559,42.0,0.0
4560,0.0,0.0
4561,0.0,42.0
4562,0.0,42.0
4563,41.0,42.0
4564,0.0,0.0
4565,41.0,42.0
4566,42.0,41.0
4567,0.0,0.0
4568,42.0,41.0
4569,0.0,0.0
4570,42.0,41.0
4571,0.0,0.0
4572,0.0,0.0
4573,0.0,42.0
4574,0.0,42.0
4575,0.0,0.0
4576,0.0,42.0
4577,0.0,42.0
4578,41.0,42.0
4579,42.0,41.0
4580,0.0,0.0
4581,0.0,0.0
4582,42.0,0.0
4583,42.0,42.0
4584,0.0,0.0
4585,42.0,42.0
4586,0.0,0.0
4587,42.0,42.0
4588,0.0,0.0
4589,42.0,42.0
4590,0.0,41.0
4591,42.0,41.0
4592,0.0,0.0
4593,42.0,0.0
4594,0.0,42.0
4595,0.0,41.0
4596,0.0,0.0
4597,0.0,0.0
4598,41.0,42.0
4599,0.0,41.0
4600,41.0,42.0
4601,0.0,42.0
4602,42.0,41.0
4603,42.0,42.0
4604,0.0,41.0
4605,41.0,42.0
4606,42.0,41.0
4607,41.0,42.0
4608,125.0,167.0
4609,0.0,42.0
4610,42.0,0.0
4611,0.0,41.0
4612,0.0,42.0
4613,0.0,0.0
4614,42.0,41.0
4615,0.0,0.0
4616,42.0,41.0
4617,0.0,42.0
4618,0.0,0.0
4619,42.0,41.0
4620,42.0,42.0
4621,0.0,0.0
4622,42.0,0.0
4623,0.0,0.0
4624,0.0,0.0
4625,0.0,0.0
4626,41.0,0.0
4627,0.0,0.0
4628,0.0,0.0
4629,0.0,0.0
4630,41.0,0.0
4631,0.0,0.0
4632,42.0,0.0
4633,42.0,41.0
4634,42.0,0.0
4635,0.0,0.0
4636,41.0,0.0
4637,0.0,0.0
4638,42.0,0.0
4639,0.0,0.0
4640,0.0,41.0
4641,41.0,42.0
4642,0.0,42.0
4643,42.0,41.0
4644,0.0,0.0
4645,42.0,41.0
4646,42.0,42.0
4647,0.0,41.0
4648,0.0,42.0
4649,42.0,42.0
4650,0.0,0.0
4651,42.0,42.0
4652,0.0,42.0
4653,0.0,0.0
4654,0.0,41.0
4655,42.0,41.0
4656,41.0,42.0
4657,0.0,0.0
4658,42.0,41.0
4659,0.0,0.0
4660,42.0,0.0
4661,41.0,42.0
4662,0.0,42.0
4663,42.0,41.0
4664,0.0,0.0
4665,0.0,41.0
4666,41.0,0.0
4667,0.0,0.0
4668,0.0,0.0
4669,42.0,0.0
4670,0.0,0.0
4671,0.0,42.0
4672,42.0,42.0
4673,0.0,41.0
4674,41.0,0.0
4675,0.0,0.0
4676,42.0,42.0
4677,41.0,42.0
4678,0.0,0.0
4679,41.0,0.0
4680,0.0,0.0
4681,0.0,41.0
4682,42.0,0.0
4683,0.0,42.0
4684,42.0,41.0
4685,0.0,0.0
4686,42.0,0.0
4687,42.0,41.0
4688,42.0,42.0
4689,0.0,0.0
4690,84.0,0.0
4691,42.0,0.0
4692,0.0,0.0
4693,0.0,0.0
4694,0.0,0.0
4695,41.0,42.0
4696,42.0,41.0
4697,0.0,41.0
4698,41.0,42.0
4699,42.0,41.0
4700,0.0,0.0
4701,42.0,0.0
4702,42.0,41.0
4703,0.0,42.0
4704,42.0,0.0
4705,0.0,0.0
4706,0.0,0.0
4707,42.0,0.0
4708,42.0,41.0
4709,0.0,42.0
4710,42.0,0.0
4711,0.0,0.0
4712,0.0,0.0
4713,0.0,41.0
4714,41.0,0.0
4715,42.0,0.0
4716,0.0,0.0
4717,0.0,0.0
4718,42.0,42.0
4719,41.0,42.0
4720,42.0,41.0
4721,0.0,42.0
4722,42.0,0.0
4723,0.0,0.0
4724,0.0,42.0
4725,42.0,0.0
4726,42.0,0.0
4727,42.0,0.0
4728,0.0,0.0
4729,42.0,0.0
4730,42.0,0.0
4731,42.0,41.0
4732,42.0,42.0
4733,41.0,42.0
4734,0.0,0.0
4735,0.0,0.0
4736,42.0,41.0
4737,42.0,42.0
4738,0.0,0.0
4739,0.0,0.0
4740,41.0,0.0
4741,0.0,42.0
4742,42.0,42.0
4743,41.0,42.0
4744,0.0,0.0
4745,0.0,0.0
4746,42.0,0.0
4747,42.0,42.0
4748,41.0,42.0
4749,0.0,0.0
4750,0.0,42.0
4751,0.0,0.0
4752,42.0,42.0
4753,41.0,42.0
4754,0.0,0.0
4755,0.0,42.0
4756,42.0,42.0
4757,0.0,41.0
4758,0.0,41.0
4759,0.0,0.0
4760,42.0,41.0
4761,42.0,42.0
4762,0.0,0.0
4763,41.0,0.0
4764,0.0,0.0
4765,0.0,0.0
4766,42.0,42.0
4767,0.0,42.0
4768,0.0,0.0
4769,0.0,0.0
4770,42.0,0.0
4771,0.0,0.0
4772,0.0,0.0
4773,0.0,42.0
4774,42.0,0.0
4775,0.0,0.0
4776,0.0,42.0
4777,0.0,0.0
4778,41.0,42.0
4779,0.0,41.0
4780,0.0,0.0
4781,42.0,42.0
4782,0.0,0.0
4783,42.0,0.0
4784,42.0,41.0
4785,0.0,42.0
4786,42.0,42.0
4787,41.0,42.0
4788,0.0,0.0
4789,41.0,0.0
4790,0.0,0.0
4791,42.0,41.0
4792,42.0,42.0
4793,0.0,41.0
4794,41.0,42.0
4795,0.0,0.0
4796,41.0,42.0
4797,0.0,42.0
4798,42.0,0.0
4799,0.0,0.0
4800,0.0,0.0
4801,42.0,0.0
4802,42.0,0.0
4803,0.0,0.0
4804,0.0,42.0
4805,42.0,41.0
4806,42.0,42.0
4807,0.0,0.0
4808,42.0,0.0
4809,42.0,42.0
4810,0.0,41.0
4811,41.0,0.0
4812,0.0,0.0
4813,0.0,41.0
4814,41.0,0.0
4815,0.0,0.0
4816,0.0,0.0
4817,42.0,0.0
4818,42.0,0.0
4819,0.0,0.0
4820,41.0,42.0
4821,42.0,41.0
4822,0.0,0.0
4823,42.0,41.0
4824,42.0,42.0
4825,0.0,0.0
4826,42.0,42.0
4827,41.0,42.0
4828,0.0,42.0
4829,42.0,0.0
4830,42.0,0.0
4831,42.0,41.0
4832,42.0,42.0
4833,0.0,41.0
4834,41.0,0.0
4835,41.0,42.0
4836,42.0,41.0
4837,0.0,41.0
4838,0.0,0.0
4839,41.0,42.0
4840,0.0,42.0
4841,42.0,0.0
4842,42.0,0.0
4843,42.0,41.0
4844,0.0,42.0
4845,0.0,0.0
4846,0.0,0.0
4847,0.0,0.0
4848,42.0,0.0
4849,0.0,0.0
4850,0.0,42.0
4851,0.0,0.0
4852,0.0,42.0
4853,42.0,0.0
4854,42.0,0.0
4855,0.0,41.0
4856,41.0,0.0
4857,41.0,0.0
4858,41.0,0.0
4859,0.0,0.0
4860,0.0,0.0
4861,42.0,41.0
4862,0.0,0.0
4863,42.0,41.0
4864,0.0,41.0
4865,0.0,0.0
4866,41.0,0.0
4867,0.0,0.0
4868,0.0,41.0
4869,41.0,0.0
4870,0.0,0.0
4871,42.0,0.0
4872,0.0,0.0
4873,0.0,0.0
4874,41.0,0.0
4875,0.0,0.0
4876,41.0,42.0
4877,0.0,41.0
4878,41.0,0.0
4879,41.0,0.0
4880,41.0,0.0
4881,42.0,0.0
4882,42.0,0.0
4883,42.0,0.0
4884,0.0,0.0
4885,42.0,41.0
4886,42.0,42.0
4887,0.0,0.0
4888,0.0,0.0
4889,0.0,0.0
4890,42.0,0.0
4891,0.0,0.0
4892,0.0,42.0
4893,42.0,0.0
4894,42.0,0.0
4895,42.0,0.0
4896,42.0,0.0
4897,0.0,0.0
4898,42.0,0.0
4899,0.0,0.0
4900,41.0,42.0
4901,0.0,41.0
4902,0.0,0.0
4903,0.0,0.0
4904,0.0,42.0
4905,42.0,0.0
4906,42.0,0.0
4907,42.0,0.0
4908,42.0,0.0
4909,42.0,0.0
4910,0.0,0.0
4911,0.0,0.0
4912,0.0,0.0
4913,0.0,42.0
4914,42.0,0.0
4915,42.0,41.0
4916,0.0,42.0
4917,42.0,42.0
4918,41.0,42.0
4919,0.0,41.0
4920,0.0,0.0
4921,0.0,0.0
4922,0.0,42.0
4923,0.0,0.0
4924,0.0,0.0
4925,42.0,41.0
4926,0.0,0.0
4927,0.0,41.0
4928,0.0,0.0
4929,0.0,42.0
4930,0.0,0.0
4931,0.0,41.0
4932,0.0,0.0
4933,0.0,42.0
4934,0.0,0.0
4935,42.0,41.0
4936,42.0,42.0
4937,0.0,0.0
4938,0.0,42.0
4939,0.0,0.0
4940,41.0,42.0
4941,42.0,41.0
4942,0.0,0.0
4943,0.0,41.0
4944,0.0,41.0
4945,0.0,0.0
4946,42.0,42.0
4947,0.0,0.0
4948,42.0,42.0
4949,0.0,0.0
4950,0.0,42.0
4951,0.0,42.0
4952,42.0,41.0
4953,0.0,42.0
4954,42.0,41.0
4955,42.0,42.0
4956,41.0,42.0
4957,42.0,41.0
4958,0.0,0.0
4959,0.0,41.0
4960,0.0,41.0
4961,41.0,0.0
4962,0.0,0.0
4963,42.0,0.0
4964,0.0,42.0
4965,0.0,0.0
4966,42.0,42.0
4967,0.0,0.0
4968,42.0,41.0
4969,42.0,42.0
4970,0.0,42.0
4971,0.0,42.0
4972,0.0,42.0
4973,0.0,0.0
4974,42.0,0.0
4975,0.0,41.0
4976,0.0,41.0
4977,42.0,41.0
4978,42.0,42.0
4979,0.0,41.0
4980,0.0,41.0
4981,0.0,0.0
4982,0.0,42.0
4983,42.0,42.0
4984,41.0,42.0
4985,0.0,0.0
4986,42.0,41.0
4987,42.0,42.0
4988,0.0,41.0
4989,0.0,42.0
4990,0.0,42.0
4991,41.0,42.0
4992,0.0,42.0
4993,42.0,42.0
4994,0.0,41.0
4995,42.0,41.0
4996,0.0,42.0
4997,0.0,0.0
4998,42.0,41.0
4999,0.0,42.0
5000,41.0,42.0
5001,0.0,42.0
5002,42.0,42.0
5003,0.0,0.0
5004,0.0,0.0
5005,41.0,42.0
5006,0.0,0.0
5007,0.0,0.0
5008,0.0,0.0
5009,42.0,42.0
5010,0.0,41.0
5011,41.0,42.0
5012,42.0,41.0
5013,0.0,0.0
5014,0.0,41.0
5015,42.0,0.0
5016,0.0,0.0
5017,42.0,42.0
5018,0.0,0.0
5019,0.0,42.0
5020,42.0,42.0
5021,41.0,42.0
5022,41.0,42.0
5023,0.0,42.0
5024,0.0,0.0
5025,0.0,0.0
5026,42.0,41.0
5027,0.0,42.0
5028,0.0,0.0
5029,42.0,0.0
5030,0.0,0.0
5031,42.0,0.0
5032,0.0,0.0
5033,0.0,42.0
5034,0.0,42.0
5035,0.0,42.0
5036,0.0,0.0
5037,42.0,0.0
5038,0.0,41.0
5039,0.0,41.0
5040,0.0,0.0
5041,0.0,42.0
5042,42.0,42.0
5043,41.0,42.0
5044,0.0,42.0
5045,42.0,42.0
5046,0.0,41.0
5047,42.0,41.0
5048,0.0,42.0
5049,41.0,0.0
5050,0.0,0.0
5051,42.0,0.0
5052,42.0,0.0
5053,42.0,0.0
5054,0.0,0.0
5055,41.0,0.0
5056,41.0,42.0
5057,42.0,41.0
5058,0.0,42.0
5059,0.0,0.0
5060,41.0,42.0
5061,42.0,41.0
5062,0.0,42.0
5063,41.0,42.0
5064,0.0,42.0
5065,42.0,0.0
5066,0.0,0.0
5067,41.0,0.0
5068,41.0,0.0
5069,0.0,0.0
5070,42.0,0.0
5071,0.0,0.0
5072,41.0,42.0
5073,42.0,41.0
5074,0.0,0.0
5075,0.0,0.0
5076,42.0,42.0
5077,0.0,0.0
5078,42.0,42.0
5079,0.0,0.0
5080,0.0,42.0
5081,0.0,0.0
5082,41.0,0.0
5083,41.0,0.0
5084,0.0,0.0
5085,42.0,42.0
5086,0.0,0.0
5087,0.0,42.0
5088,0.0,0.0
5089,41.0,0.0
5090,41.0,42.0
5091,42.0,41.0
5092,0.0,42.0
5093,0.0,0.0
5094,0.0,0.0
5095,41.0,0.0
5096,0.0,0.0
5097,41.0,0.0
5098,0.0,42.0
5099,42.0,0.0
5100,42.0,41.0
5101,42.0,42.0
5102,0.0,41.0
5103,0.0,41.0
5104,0.0,0.0
5105,42.0,0.0
5106,42.0,42.0
5107,0.0,0.0
5108,42.0,42.0
5109,0.0,0.0
5110,0.0,42.0
5111,0.0,42.0
5112,42.0,41.0
5113,41.0,42.0
5114,0.0,42.0
5115,0.0,0.0
5116,41.0,0.0
5117,41.0,42.0
5118,0.0,42.0
5119,0.0,0.0
5120,41.0,0.0
5121,0.0,0.0
5122,42.0,0.0
5123,0.0,0.0
5124,0.0,0.0
5125,41.0,42.0
5126,0.0,0.0
5127,41.0,42.0
5128,0.0,0.0
5129,41.0,0.0
5130,0.0,0.0
5131,0.0,42.0
5132,41.0,42.0
5133,0.0,42.0
5134,0.0,42.0
5135,0.0,0.0
5136,41.0,0.0
5137,0.0,0.0
5138,41.0,0.0
5139,41.0,42.0
5140,0.0,42.0
5141,0.0,42.0
5142,0.0,0.0
5143,41.0,0.0
5144,41.0,42.0
5145,0.0,42.0
5146,0.0,42.0
5147,0.0,42.0
5148,0.0,42.0
5149,0.0,0.0
5150,41.0,0.0
5151,0.0,0.0
5152,0.0,0.0
5153,41.0,0.0
5154,41.0,0.0
5155,42.0,41.0
5156,42.0,0.0
5157,0.0,42.0
5158,0.0,42.0
5159,0.0,42.0
